13,SWD,2001,4 year June,111,18,16.2,10,9.0,55.6,5,4.5,27.8,5,4.5,27.8,9,8.1,50.0,27,24.3,27,24.3,38,34.2,0,0.0
13,SWD,2011,5 year August,261,142,54.4,62,23.8,43.7,9,3.4,6.3,53,20.3,37.3,80,30.7,56.3,50,19.2,53,20.3,13,5.0,3,1.1
13,SWD,2010,5 year August,253,137,54.2,56,22.1,40.9,11,4.3,8.0,45,17.8,32.8,81,32.0,59.1,55,21.7,49,19.4,10,4.0,2,0.8
13,SWD,2009,5 year August,220,101,45.9,42,19.1,41.6,8,3.6,7.9,34,15.5,33.7,59,26.8,58.4,55,25.0,45,20.5,14,6.4,3,1.4
13,SWD,2008,5 year August,231,100,43.3,36,15.6,36.0,3,1.3,3.0,33,14.3,33.0,64,27.7,64.0,54,23.4,52,22.5,20,8.7,4,1.7
13,SWD,2007,5 year August,220,78,35.5,34,15.5,43.6,11,5.0,14.1,23,10.5,29.5,44,20.0,56.4,37,16.8,70,31.8,32,14.5,3,1.4
13,SWD,2006,5 year August,260,99,38.1,29,11.2,29.3,7,2.7,7.1,22,8.5,22.2,70,26.9,70.7,56,21.5,47,18.1,50,19.2,6,2.3
13,SWD,2011,5 year June,261,139,53.3,62,23.8,44.6,9,3.4,6.5,53,20.3,38.1,77,29.5,55.4,53,20.3,53,20.3,13,5.0,3,1.1
13,SWD,2010,5 year June,253,135,53.4,56,22.1,41.5,11,4.3,8.1,45,17.8,33.3,79,31.2,58.5,57,22.5,49,19.4,10,4.0,2,0.8
13,SWD,2009,5 year June,220,97,44.1,42,19.1,43.3,8,3.6,8.2,34,15.5,35.1,55,25.0,56.7,59,26.8,45,20.5,14,6.4,3,1.4
13,SWD,2008,5 year June,231,95,41.1,36,15.6,37.9,3,1.3,3.2,33,14.3,34.7,59,25.5,62.1,58,25.1,53,22.9,20,8.7,4,1.7
13,SWD,2007,5 year June,220,75,34.1,34,15.5,45.3,11,5.0,14.7,23,10.5,30.7,41,18.6,54.7,39,17.7,71,32.3,32,14.5,3,1.4
13,SWD,2006,5 year June,260,97,37.3,29,11.2,29.9,7,2.7,7.2,22,8.5,22.7,68,26.2,70.1,58,22.3,47,18.1,50,19.2,6,2.3
13,SWD,2005,5 year June,178,68,38.2,26,14.6,38.2,10,5.6,14.7,16,9.0,23.5,42,23.6,61.8,25,14.0,40,22.5,39,21.9,6,3.4
13,SWD,2004,5 year June,149,41,27.5,15,10.1,36.6,5,3.4,12.2,10,6.7,24.4,26,17.4,63.4,28,18.8,26,17.4,48,32.2,6,4.0
13,SWD,2003,5 year June,135,31,23.0,11,8.1,35.5,4,3.0,12.9,7,5.2,22.6,20,14.8,64.5,19,14.1,36,26.7,48,35.6,1,0.7
13,SWD,2002,5 year June,100,19,19.0,7,7.0,36.8,1,1.0,5.3,6,6.0,31.6,12,12.0,63.2,25,25.0,21,21.0,33,33.0,1,1.0
13,SWD,2001,5 year June,111,19,17.1,10,9.0,52.6,5,4.5,26.3,5,4.5,26.3,10,9.0,52.6,8,7.2,33,29.7,50,45.0,0,0.0
13,SWD,2010,6 year June,249,144,57.8,58,23.3,40.3,11,4.4,7.6,47,18.9,32.6,86,34.5,59.7,32,12.9,61,24.5,10,4.0,2,0.8
13,SWD,2009,6 year June,223,114,51.1,45,20.2,39.5,8,3.6,7.0,37,16.6,32.5,69,30.9,60.5,29,13.0,63,28.3,12,5.4,3,1.3
13,SWD,2008,6 year June,233,110,47.2,37,15.9,33.6,3,1.3,2.7,34,14.6,30.9,73,31.3,66.4,37,15.9,56,24.0,25,10.7,5,2.1
13,SWD,2007,6 year June,211,82,38.9,35,16.6,42.7,11,5.2,13.4,24,11.4,29.3,47,22.3,57.3,22,10.4,70,33.2,34,16.1,3,1.4
13,SWD,2006,6 year June,254,103,40.6,29,11.4,28.2,7,2.8,6.8,22,8.7,21.4,74,29.1,71.8,17,6.7,67,26.4,60,23.6,7,2.8
13,SWD,2005,6 year June,176,74,42.0,27,15.3,36.5,10,5.7,13.5,17,9.7,23.0,47,26.7,63.5,11,6.3,45,25.6,42,23.9,4,2.3
13,SWD,2004,6 year June,148,51,34.5,15,10.1,29.4,5,3.4,9.8,10,6.8,19.6,36,24.3,70.6,10,6.8,34,23.0,49,33.1,3,2.0
13,SWD,2003,6 year June,133,35,26.3,11,8.3,31.4,4,3.0,11.4,7,5.3,20.0,24,18.0,68.6,10,7.5,37,27.8,49,36.8,2,1.5
13,SWD,2002,6 year June,100,22,22.0,7,7.0,31.8,1,1.0,4.5,6,6.0,27.3,15,15.0,68.2,11,11.0,27,27.0,38,38.0,1,1.0
13,SWD,2001,6 year June,111,21,18.9,10,9.0,47.6,5,4.5,23.8,5,4.5,23.8,12,10.8,57.1,3,2.7,33,29.7,53,47.7,0,0.0
14,Not SWD,2012,4 year August,1403,1130,80.5,1105,78.8,97.8,124,8.8,11.0,981,69.9,86.8,25,1.8,2.2,161,11.5,106,7.6,0,0.0,5,0.4
14,Not SWD,2011,4 year August,1525,1164,76.3,1146,75.1,98.5,140,9.2,12.0,1006,66.0,86.4,18,1.2,1.5,201,13.2,142,9.3,0,0.0,17,1.1
14,Not SWD,2010,4 year August,1411,1011,71.7,984,69.7,97.3,78,5.5,7.7,906,64.2,89.6,27,1.9,2.7,240,17.0,148,10.5,0,0.0,10,0.7
14,Not SWD,2009,4 year August,1418,949,66.9,917,64.7,96.6,76,5.4,8.0,841,59.3,88.6,32,2.3,3.4,312,22.0,148,10.4,1,0.1,7,0.5
14,Not SWD,2008,4 year August,1427,1102,77.2,1091,76.5,99.0,96,6.7,8.7,995,69.7,90.3,11,0.8,1.0,203,14.2,115,8.1,0,0.0,7,0.5
14,Not SWD,2007,4 year August,1416,1025,72.4,858,60.6,83.7,76,5.4,7.4,782,55.2,76.3,167,11.8,16.3,216,15.3,157,11.1,0,0.0,18,1.3
14,Not SWD,2006,4 year August,1253,947,75.6,709,56.6,74.9,55,4.4,5.8,654,52.2,69.1,238,19.0,25.1,180,14.4,106,8.5,0,0.0,20,1.6
14,Not SWD,2005,4 year August,1142,843,73.8,553,48.4,65.6,109,9.5,12.9,444,38.9,52.7,290,25.4,34.4,204,17.9,76,6.7,0,0.0,19,1.7
14,Not SWD,2012,4 year June,1403,1084,77.3,1064,75.8,98.2,124,8.8,11.4,940,67.0,86.7,20,1.4,1.8,207,14.8,106,7.6,0,0.0,5,0.4
14,Not SWD,2011,4 year June,1525,1129,74.0,1112,72.9,98.5,140,9.2,12.4,972,63.7,86.1,17,1.1,1.5,236,15.5,142,9.3,0,0.0,17,1.1
14,Not SWD,2010,4 year June,1411,939,66.5,913,64.7,97.2,77,5.5,8.2,836,59.2,89.0,26,1.8,2.8,312,22.1,148,10.5,0,0.0,10,0.7
14,Not SWD,2009,4 year June,1418,871,61.4,844,59.5,96.9,76,5.4,8.7,768,54.2,88.2,27,1.9,3.1,389,27.4,148,10.4,2,0.1,7,0.5
14,Not SWD,2008,4 year June,1427,1015,71.1,1006,70.5,99.1,96,6.7,9.5,910,63.8,89.7,9,0.6,0.9,290,20.3,115,8.1,0,0.0,7,0.5
14,Not SWD,2007,4 year June,1416,967,68.3,823,58.1,85.1,76,5.4,7.9,747,52.8,77.2,144,10.2,14.9,272,19.2,159,11.2,0,0.0,18,1.3
14,Not SWD,2006,4 year June,1253,890,71.0,690,55.1,77.5,55,4.4,6.2,635,50.7,71.3,200,16.0,22.5,236,18.8,107,8.5,0,0.0,20,1.6
14,Not SWD,2005,4 year June,1142,803,70.3,540,47.3,67.2,109,9.5,13.6,431,37.7,53.7,263,23.0,32.8,244,21.4,76,6.7,0,0.0,19,1.7
14,Not SWD,2004,4 year June,957,650,67.9,405,42.3,62.3,140,14.6,21.5,265,27.7,40.8,245,25.6,37.7,225,23.5,74,7.7,0,0.0,8,0.8
14,Not SWD,2003,4 year June,800,483,60.4,252,31.5,52.2,70,8.8,14.5,182,22.8,37.7,231,28.9,47.8,196,24.5,102,12.8,4,0.5,13,1.6
14,Not SWD,2002,4 year June,854,481,56.3,185,21.7,38.5,22,2.6,4.6,163,19.1,33.9,296,34.7,61.5,242,28.3,113,13.2,1,0.1,17,2.0
14,Not SWD,2001,4 year June,641,351,54.8,157,24.5,44.7,10,1.6,2.8,147,22.9,41.9,195,30.4,55.6,178,27.8,102,15.9,0,0.0,9,1.4
14,Not SWD,2011,5 year August,1505,1229,81.7,1208,80.3,98.3,140,9.3,11.4,1068,71.0,86.9,21,1.4,1.7,72,4.8,190,12.6,0,0.0,14,0.9
14,Not SWD,2010,5 year August,1370,1080,78.8,1050,76.6,97.2,78,5.7,7.2,972,70.9,90.0,30,2.2,2.8,74,5.4,207,15.1,0,0.0,7,0.5
14,Not SWD,2009,5 year August,1355,1023,75.5,990,73.1,96.8,77,5.7,7.5,913,67.4,89.2,33,2.4,3.2,108,8.0,212,15.6,1,0.1,10,0.7
14,Not SWD,2008,5 year August,1424,1165,81.8,1144,80.3,98.2,96,6.7,8.2,1048,73.6,90.0,21,1.5,1.8,86,6.0,163,11.4,0,0.0,10,0.7
14,Not SWD,2007,5 year August,1376,1096,79.7,902,65.6,82.3,76,5.5,6.9,826,60.0,75.4,194,14.1,17.7,35,2.5,227,16.5,0,0.0,16,1.2
14,Not SWD,2006,5 year August,1251,1000,79.9,729,58.3,72.9,55,4.4,5.5,674,53.9,67.4,271,21.7,27.1,43,3.4,188,15.0,1,0.1,17,1.4
14,Not SWD,2011,5 year June,1505,1221,81.1,1200,79.7,98.3,140,9.3,11.5,1060,70.4,86.8,21,1.4,1.7,79,5.2,191,12.7,0,0.0,14,0.9
14,Not SWD,2010,5 year June,1370,1064,77.7,1034,75.5,97.2,78,5.7,7.3,956,69.8,89.8,30,2.2,2.8,88,6.4,209,15.3,0,0.0,7,0.5
14,Not SWD,2009,5 year June,1355,1001,73.9,968,71.4,96.7,77,5.7,7.7,891,65.8,89.0,33,2.4,3.3,128,9.4,214,15.8,1,0.1,10,0.7
14,Not SWD,2008,5 year June,1424,1145,80.4,1125,79.0,98.3,96,6.7,8.4,1029,72.3,89.9,20,1.4,1.7,104,7.3,165,11.6,0,0.0,10,0.7
14,Not SWD,2007,5 year June,1376,1085,78.9,895,65.0,82.5,76,5.5,7.0,819,59.5,75.5,190,13.8,17.5,43,3.1,230,16.7,0,0.0,16,1.2
14,Not SWD,2006,5 year June,1251,992,79.3,727,58.1,73.3,55,4.4,5.5,672,53.7,67.7,265,21.2,26.7,48,3.8,191,15.3,1,0.1,17,1.4
14,Not SWD,2005,5 year June,1146,893,77.9,577,50.3,64.6,109,9.5,12.2,468,40.8,52.4,316,27.6,35.4,73,6.4,154,13.4,1,0.1,24,2.1
14,Not SWD,2004,5 year June,974,739,75.9,428,43.9,57.9,142,14.6,19.2,286,29.4,38.7,311,31.9,42.1,62,6.4,131,13.4,2,0.2,39,4.0
14,Not SWD,2003,5 year June,800,557,69.6,261,32.6,46.9,70,8.8,12.6,191,23.9,34.3,296,37.0,53.1,80,10.0,138,17.3,6,0.8,17,2.1
14,Not SWD,2002,5 year June,854,582,68.1,200,23.4,34.4,24,2.8,4.1,176,20.6,30.2,385,45.1,66.2,93,10.9,156,18.3,6,0.7,17,2.0
14,Not SWD,2001,5 year June,641,416,64.9,161,25.1,38.7,10,1.6,2.4,151,23.6,36.3,256,39.9,61.5,66,10.3,149,23.2,0,0.0,9,1.4
14,Not SWD,2010,6 year June,1365,1098,80.4,1065,78.0,97.0,78,5.7,7.1,987,72.3,89.9,33,2.4,3.0,41,3.0,218,16.0,0,0.0,6,0.4
14,Not SWD,2009,6 year June,1347,1049,77.9,1010,75.0,96.3,77,5.7,7.3,933,69.3,88.9,39,2.9,3.7,62,4.6,221,16.4,1,0.1,12,0.9
14,Not SWD,2008,6 year June,1423,1185,83.3,1158,81.4,97.7,96,6.7,8.1,1062,74.6,89.6,27,1.9,2.3,53,3.7,175,12.3,0,0.0,10,0.7
14,Not SWD,2007,6 year June,1372,1118,81.5,907,66.1,81.1,76,5.5,6.8,831,60.6,74.3,211,15.4,18.9,19,1.4,220,16.0,0,0.0,13,0.9
14,Not SWD,2006,6 year June,1243,1024,82.4,736,59.2,71.9,55,4.4,5.4,681,54.8,66.5,288,23.2,28.1,21,1.7,181,14.6,1,0.1,14,1.1
14,Not SWD,2005,6 year June,1145,919,80.3,582,50.8,63.3,109,9.5,11.9,473,41.3,51.5,337,29.4,36.7,46,4.0,154,13.4,1,0.1,23,2.0
14,Not SWD,2004,6 year June,986,758,76.9,430,43.6,56.7,142,14.4,18.7,288,29.2,38.0,328,33.3,43.3,49,5.0,149,15.1,4,0.4,24,2.4
14,Not SWD,2003,6 year June,810,576,71.1,262,32.3,45.5,70,8.6,12.2,192,23.7,33.3,314,38.8,54.5,43,5.3,154,19.0,8,1.0,27,3.3
14,Not SWD,2002,6 year June,854,599,70.1,203,23.8,33.9,25,2.9,4.2,178,20.8,29.7,399,46.7,66.6,54,6.3,178,20.8,6,0.7,17,2.0
14,Not SWD,2001,6 year June,641,437,68.2,167,26.1,38.2,11,1.7,2.5,156,24.3,35.7,271,42.3,62.0,32,5.0,160,25.0,2,0.3,9,1.4
14,SWD,2012,4 year August,397,219,55.2,120,30.2,54.8,4,1.0,1.8,116,29.2,53.0,99,24.9,45.2,109,27.5,57,14.4,11,2.8,1,0.3
14,SWD,2011,4 year August,350,168,48.0,94,26.9,56.0,0,0.0,0.0,94,26.9,56.0,74,21.1,44.0,103,29.4,70,20.0,6,1.7,1,0.3
14,SWD,2010,4 year August,321,148,46.1,73,22.7,49.3,2,0.6,1.4,71,22.1,48.0,75,23.4,50.7,106,33.0,59,18.4,7,2.2,1,0.3
14,SWD,2009,4 year August,266,92,34.6,47,17.7,51.1,1,0.4,1.1,46,17.3,50.0,45,16.9,48.9,97,36.5,57,21.4,17,6.4,3,1.1
14,SWD,2008,4 year August,346,129,37.3,79,22.8,61.2,2,0.6,1.6,77,22.3,59.7,50,14.5,38.8,122,35.3,69,19.9,25,7.2,1,0.3
14,SWD,2007,4 year August,279,106,38.0,35,12.5,33.0,1,0.4,0.9,34,12.2,32.1,71,25.4,67.0,90,32.3,51,18.3,25,9.0,4,1.4
14,SWD,2006,4 year August,247,99,40.1,35,14.2,35.4,1,0.4,1.0,34,13.8,34.3,64,25.9,64.6,83,33.6,38,15.4,19,7.7,8,3.2
14,SWD,2005,4 year August,183,52,28.4,21,11.5,40.4,5,2.7,9.6,16,8.7,30.8,31,16.9,59.6,62,33.9,41,22.4,27,14.8,1,0.5
14,SWD,2012,4 year June,397,210,52.9,116,29.2,55.2,4,1.0,1.9,112,28.2,53.3,94,23.7,44.8,118,29.7,57,14.4,11,2.8,1,0.3
14,SWD,2011,4 year June,350,158,45.1,93,26.6,58.9,0,0.0,0.0,93,26.6,58.9,65,18.6,41.1,113,32.3,70,20.0,6,1.7,1,0.3
14,SWD,2010,4 year June,321,135,42.1,66,20.6,48.9,2,0.6,1.5,64,19.9,47.4,69,21.5,51.1,119,37.1,59,18.4,7,2.2,1,0.3
14,SWD,2009,4 year June,266,80,30.1,43,16.2,53.8,1,0.4,1.3,42,15.8,52.5,37,13.9,46.3,106,39.8,57,21.4,20,7.5,3,1.1
14,SWD,2008,4 year June,346,122,35.3,77,22.3,63.1,2,0.6,1.6,75,21.7,61.5,45,13.0,36.9,128,37.0,69,19.9,26,7.5,1,0.3
14,SWD,2007,4 year June,279,96,34.4,31,11.1,32.3,1,0.4,1.0,30,10.8,31.3,65,23.3,67.7,100,35.8,51,18.3,25,9.0,4,1.4
14,SWD,2006,4 year June,247,91,36.8,34,13.8,37.4,1,0.4,1.1,33,13.4,36.3,57,23.1,62.6,91,36.8,38,15.4,19,7.7,8,3.2
14,SWD,2005,4 year June,183,51,27.9,21,11.5,41.2,5,2.7,9.8,16,8.7,31.4,30,16.4,58.8,63,34.4,41,22.4,27,14.8,1,0.5
14,SWD,2004,4 year June,219,75,34.2,24,11.0,32.0,6,2.7,8.0,18,8.2,24.0,51,23.3,68.0,75,34.2,43,19.6,24,11.0,2,0.9
14,SWD,2003,4 year June,176,41,23.3,4,2.3,9.8,0,0.0,0.0,4,2.3,9.8,37,21.0,90.2,74,42.0,41,23.3,19,10.8,1,0.6
14,SWD,2002,4 year June,131,25,19.1,1,0.8,4.0,0,0.0,0.0,1,0.8,4.0,24,18.3,96.0,40,30.5,37,28.2,27,20.6,1,0.8
14,SWD,2001,4 year June,197,41,20.8,5,2.5,12.2,0,0.0,0.0,5,2.5,12.2,36,18.3,87.8,47,23.9,76,38.6,33,16.8,0,0.0
14,SWD,2011,5 year August,337,183,54.3,89,26.4,48.6,0,0.0,0.0,89,26.4,48.6,94,27.9,51.4,47,13.9,84,24.9,19,5.6,3,0.9
14,SWD,2010,5 year August,317,170,53.6,78,24.6,45.9,2,0.6,1.2,76,24.0,44.7,92,29.0,54.1,49,15.5,80,25.2,13,4.1,3,0.9
14,SWD,2009,5 year August,265,115,43.4,54,20.4,47.0,1,0.4,0.9,53,20.0,46.1,61,23.0,53.0,60,22.6,70,26.4,16,6.0,3,1.1
14,SWD,2008,5 year August,318,146,45.9,81,25.5,55.5,2,0.6,1.4,79,24.8,54.1,65,20.4,44.5,59,18.6,74,23.3,37,11.6,2,0.6
14,SWD,2007,5 year August,274,127,46.4,40,14.6,31.5,1,0.4,0.8,39,14.2,30.7,87,31.8,68.5,29,10.6,76,27.7,33,12.0,6,2.2
14,SWD,2006,5 year August,276,114,41.3,36,13.0,31.6,1,0.4,0.9,35,12.7,30.7,78,28.3,68.4,52,18.8,60,21.7,45,16.3,4,1.4
14,SWD,2011,5 year June,337,181,53.7,89,26.4,49.2,0,0.0,0.0,89,26.4,49.2,92,27.3,50.8,48,14.2,85,25.2,19,5.6,3,0.9
14,SWD,2010,5 year June,317,168,53.0,77,24.3,45.8,2,0.6,1.2,75,23.7,44.6,91,28.7,54.2,51,16.1,80,25.2,13,4.1,3,0.9
14,SWD,2009,5 year June,265,110,41.5,54,20.4,49.1,1,0.4,0.9,53,20.0,48.2,56,21.1,50.9,63,23.8,70,26.4,18,6.8,3,1.1
14,SWD,2008,5 year June,318,142,44.7,81,25.5,57.0,2,0.6,1.4,79,24.8,55.6,61,19.2,43.0,61,19.2,74,23.3,39,12.3,2,0.6
14,SWD,2007,5 year June,274,124,45.3,40,14.6,32.3,1,0.4,0.8,39,14.2,31.5,84,30.7,67.7,30,10.9,78,28.5,33,12.0,6,2.2
14,SWD,2006,5 year June,276,113,40.9,36,13.0,31.9,1,0.4,0.9,35,12.7,31.0,77,27.9,68.1,53,19.2,60,21.7,45,16.3,4,1.4
14,SWD,2005,5 year June,167,58,34.7,22,13.2,37.9,5,3.0,8.6,17,10.2,29.3,36,21.6,62.1,21,12.6,48,28.7,38,22.8,2,1.2
14,SWD,2004,5 year June,201,80,39.8,23,11.4,28.8,5,2.5,6.3,18,9.0,22.5,57,28.4,71.3,30,14.9,47,23.4,37,18.4,7,3.5
14,SWD,2003,5 year June,176,53,30.1,4,2.3,7.5,0,0.0,0.0,4,2.3,7.5,49,27.8,92.5,24,13.6,66,37.5,32,18.2,1,0.6
14,SWD,2002,5 year June,131,27,20.6,1,0.8,3.7,0,0.0,0.0,1,0.8,3.7,26,19.8,96.3,19,14.5,41,31.3,42,32.1,1,0.8
14,SWD,2001,5 year June,197,45,22.8,5,2.5,11.1,0,0.0,0.0,5,2.5,11.1,40,20.3,88.9,22,11.2,84,42.6,46,23.4,0,0.0
14,SWD,2010,6 year June,313,180,57.5,80,25.6,44.4,2,0.6,1.1,78,24.9,43.3,100,31.9,55.6,30,9.6,84,26.8,15,4.8,2,0.6
14,SWD,2009,6 year June,256,121,47.3,55,21.5,45.5,1,0.4,0.8,54,21.1,44.6,66,25.8,54.5,34,13.3,79,30.9,15,5.9,3,1.2
14,SWD,2008,6 year June,315,145,46.0,81,25.7,55.9,2,0.6,1.4,79,25.1,54.5,64,20.3,44.1,37,11.7,85,27.0,46,14.6,2,0.6
14,SWD,2007,6 year June,261,128,49.0,41,15.7,32.0,1,0.4,0.8,40,15.3,31.3,87,33.3,68.0,16,6.1,76,29.1,34,13.0,7,2.7
14,SWD,2006,6 year June,255,115,45.1,36,14.1,31.3,1,0.4,0.9,35,13.7,30.4,79,31.0,68.7,20,7.8,74,29.0,40,15.7,6,2.4
14,SWD,2005,6 year June,162,60,37.0,23,14.2,38.3,5,3.1,8.3,18,11.1,30.0,37,22.8,61.7,9,5.6,53,32.7,38,23.5,2,1.2
14,SWD,2004,6 year June,201,84,41.8,23,11.4,27.4,5,2.5,6.0,18,9.0,21.4,61,30.3,72.6,24,11.9,53,26.4,35,17.4,3,1.5
14,SWD,2003,6 year June,167,55,32.9,5,3.0,9.1,0,0.0,0.0,5,3.0,9.1,50,29.9,90.9,10,6.0,64,38.3,36,21.6,2,1.2
14,SWD,2002,6 year June,131,31,23.7,2,1.5,6.5,0,0.0,0.0,2,1.5,6.5,29,22.1,93.5,8,6.1,46,35.1,43,32.8,2,1.5
14,SWD,2001,6 year June,197,47,23.9,5,2.5,10.6,0,0.0,0.0,5,2.5,10.6,42,21.3,89.4,14,7.1,85,43.1,51,25.9,0,0.0
15,Not SWD,2012,4 year August,1150,851,74.0,822,71.5,96.6,86,7.5,10.1,736,64.0,86.5,29,2.5,3.4,216,18.8,79,6.9,0,0.0,4,0.3
15,Not SWD,2011,4 year August,1062,765,72.0,745,70.2,97.4,66,6.2,8.6,679,63.9,88.8,20,1.9,2.6,202,19.0,81,7.6,0,0.0,13,1.2
15,Not SWD,2010,4 year August,972,666,68.5,655,67.4,98.3,24,2.5,3.6,631,64.9,94.7,11,1.1,1.7,225,23.1,76,7.8,0,0.0,5,0.5
15,Not SWD,2009,4 year August,1206,821,68.1,790,65.5,96.2,66,5.5,8.0,724,60.0,88.2,31,2.6,3.8,288,23.9,86,7.1,0,0.0,9,0.7
15,Not SWD,2008,4 year August,984,620,63.0,607,61.7,97.9,44,4.5,7.1,563,57.2,90.8,13,1.3,2.1,239,24.3,113,11.5,0,0.0,10,1.0
15,Not SWD,2007,4 year August,1010,567,56.1,476,47.1,84.0,25,2.5,4.4,451,44.7,79.5,91,9.0,16.0,301,29.8,126,12.5,0,0.0,15,1.5
15,Not SWD,2006,4 year August,1002,595,59.4,414,41.3,69.6,20,2.0,3.4,394,39.3,66.2,181,18.1,30.4,292,29.1,84,8.4,0,0.0,31,3.1
15,Not SWD,2005,4 year August,1097,700,63.8,451,41.1,64.4,66,6.0,9.4,385,35.1,55.0,249,22.7,35.6,284,25.9,89,8.1,1,0.1,23,2.1
15,Not SWD,2012,4 year June,1150,814,70.8,788,68.5,96.8,86,7.5,10.6,702,61.0,86.2,26,2.3,3.2,253,22.0,79,6.9,0,0.0,4,0.3
15,Not SWD,2011,4 year June,1062,740,69.7,722,68.0,97.6,66,6.2,8.9,656,61.8,88.6,18,1.7,2.4,227,21.4,81,7.6,0,0.0,13,1.2
15,Not SWD,2010,4 year June,972,618,63.6,607,62.4,98.2,24,2.5,3.9,583,60.0,94.3,11,1.1,1.8,273,28.1,76,7.8,0,0.0,5,0.5
15,Not SWD,2009,4 year June,1206,772,64.0,747,61.9,96.8,66,5.5,8.5,681,56.5,88.2,25,2.1,3.2,337,27.9,86,7.1,0,0.0,9,0.7
15,Not SWD,2008,4 year June,984,585,59.5,573,58.2,97.9,44,4.5,7.5,529,53.8,90.4,12,1.2,2.1,273,27.7,114,11.6,0,0.0,10,1.0
15,Not SWD,2007,4 year June,1010,519,51.4,449,44.5,86.5,24,2.4,4.6,425,42.1,81.9,70,6.9,13.5,349,34.6,127,12.6,0,0.0,14,1.4
15,Not SWD,2006,4 year June,1002,545,54.4,396,39.5,72.7,20,2.0,3.7,376,37.5,69.0,149,14.9,27.3,342,34.1,84,8.4,0,0.0,31,3.1
15,Not SWD,2005,4 year June,1097,630,57.4,424,38.7,67.3,66,6.0,10.5,358,32.6,56.8,206,18.8,32.7,354,32.3,89,8.1,1,0.1,23,2.1
15,Not SWD,2004,4 year June,1099,561,51.0,299,27.2,53.3,52,4.7,9.3,247,22.5,44.0,262,23.8,46.7,432,39.3,100,9.1,0,0.0,6,0.5
15,Not SWD,2003,4 year June,925,434,46.9,202,21.8,46.5,28,3.0,6.5,174,18.8,40.1,232,25.1,53.5,409,44.2,67,7.2,7,0.8,8,0.9
15,Not SWD,2002,4 year June,885,377,42.6,169,19.1,44.8,4,0.5,1.1,165,18.6,43.8,209,23.6,55.4,403,45.5,92,10.4,0,0.0,11,1.2
15,Not SWD,2001,4 year June,896,450,50.2,118,13.2,26.2,4,0.4,0.9,114,12.7,25.3,332,37.1,73.8,325,36.3,116,12.9,3,0.3,2,0.2
15,Not SWD,2011,5 year August,1052,816,77.6,783,74.4,96.0,64,6.1,7.8,719,68.3,88.1,33,3.1,4.0,92,8.7,131,12.5,0,0.0,13,1.2
15,Not SWD,2010,5 year August,976,722,74.0,703,72.0,97.4,24,2.5,3.3,679,69.6,94.0,19,1.9,2.6,129,13.2,117,12.0,0,0.0,8,0.8
15,Not SWD,2009,5 year August,1190,902,75.8,865,72.7,95.9,66,5.5,7.3,799,67.1,88.6,37,3.1,4.1,139,11.7,134,11.3,0,0.0,13,1.1
15,Not SWD,2008,5 year August,1007,719,71.4,696,69.1,96.8,45,4.5,6.3,651,64.6,90.5,23,2.3,3.2,106,10.5,167,16.6,0,0.0,13,1.3
15,Not SWD,2007,5 year August,1002,670,66.9,519,51.8,77.5,26,2.6,3.9,493,49.2,73.6,151,15.1,22.5,76,7.6,237,23.7,0,0.0,18,1.8
15,Not SWD,2006,5 year August,1053,730,69.3,459,43.6,62.9,20,1.9,2.7,439,41.7,60.1,271,25.7,37.1,105,10.0,181,17.2,0,0.0,37,3.5
15,Not SWD,2011,5 year June,1052,806,76.6,775,73.7,96.2,64,6.1,7.9,711,67.6,88.2,31,2.9,3.8,102,9.7,131,12.5,0,0.0,13,1.2
15,Not SWD,2010,5 year June,976,715,73.3,698,71.5,97.6,24,2.5,3.4,674,69.1,94.3,17,1.7,2.4,136,13.9,117,12.0,0,0.0,8,0.8
15,Not SWD,2009,5 year June,1190,890,74.8,854,71.8,96.0,66,5.5,7.4,788,66.2,88.5,36,3.0,4.0,151,12.7,134,11.3,0,0.0,13,1.1
15,Not SWD,2008,5 year June,1007,706,70.1,684,67.9,96.9,45,4.5,6.4,639,63.5,90.5,22,2.2,3.1,119,11.8,167,16.6,0,0.0,13,1.3
15,Not SWD,2007,5 year June,1002,654,65.3,514,51.3,78.6,26,2.6,4.0,488,48.7,74.6,140,14.0,21.4,91,9.1,238,23.8,0,0.0,18,1.8
15,Not SWD,2006,5 year June,1053,710,67.4,451,42.8,63.5,20,1.9,2.8,431,40.9,60.7,259,24.6,36.5,123,11.7,183,17.4,0,0.0,37,3.5
15,Not SWD,2005,5 year June,1132,804,71.0,480,42.4,59.7,66,5.8,8.2,414,36.6,51.5,324,28.6,40.3,116,10.2,183,16.2,2,0.2,26,2.3
15,Not SWD,2004,5 year June,1184,735,62.1,336,28.4,45.7,54,4.6,7.3,282,23.8,38.4,399,33.7,54.3,212,17.9,199,16.8,0,0.0,38,3.2
15,Not SWD,2003,5 year June,925,579,62.6,227,24.5,39.2,30,3.2,5.2,197,21.3,34.0,352,38.1,60.8,193,20.9,135,14.6,7,0.8,11,1.2
15,Not SWD,2002,5 year June,885,495,55.9,185,20.9,37.4,5,0.6,1.0,180,20.3,36.4,319,36.0,64.4,232,26.2,141,15.9,4,0.5,11,1.2
15,Not SWD,2001,5 year June,896,583,65.1,132,14.7,22.6,4,0.4,0.7,128,14.3,22.0,451,50.3,77.4,135,15.1,173,19.3,3,0.3,2,0.2
